Sub_id,Stimulus,Response,Correct,Confidence,RT decision,RT confidence,Condition,Noise Level
1,7,5,0,1,0.51,0.67,1,0.95
1,8,5,0,1,0.268,0.136,1,0.94
1,8,8,1,3,1.242,1.422,1,0.94
1,5,5,1,3,0.555,0.42,1,0.95
1,5,5,1,1,0.469,0.143,1,0.94
1,6,6,1,1,0.166,0.305,1,0.94
1,6,7,0,1,0.126,0.091,1,0.95
1,8,7,0,1,0.918,0.444,1,0.94
1,7,7,1,3,0.704,0.744,1,0.94
1,5,5,1,1,1.394,0.208,1,0.93
1,7,5,0,1,0.291,0.111,1,0.93
1,8,5,0,1,0.339,0.127,1,0.94
1,5,5,1,1,0.414,0.086,1,0.93
1,7,7,1,2,0.448,0.682,1,0.93
1,5,5,1,2,0.477,0.347,1,0.94
1,8,5,0,2,0.876,0.093,1,0.95
1,7,7,1,2,0.452,0.264,1,0.96
1,6,5,0,2,0.49,0.129,1,0.97
1,8,7,0,1,0.356,0.422,1,0.96
1,5,5,1,1,1.248,0.593,1,0.95
1,7,7,1,1,0.658,0.261,1,0.94
1,6,5,0,1,0.762,0.869,1,0.94
1,5,5,1,3,0.371,0.33,1,0.95
1,6,6,1,4,1.059,0.58,1,0.96
1,7,7,1,2,0.573,0.596,1,0.95
1,5,7,0,1,0.576,0.393,1,0.95
1,5,5,1,1,0.439,0.446,1,0.94
1,7,6,0,1,0.452,1.066,1,0.94
1,6,6,1,4,0.576,1.208,1,0.93
1,6,6,1,4,0.66,1.251,1,0.92
1,8,8,1,3,0.682,0.534,1,0.92
1,6,6,1,1,0.761,0.479,1,0.91
1,7,6,0,1,1.078,0.489,1,0.91
1,7,5,0,1,1.006,0.179,1,0.92
1,6,5,0,1,0.633,0.099,1,0.91
1,8,8,1,2,0.829,1.012,1,0.9
1,8,8,1,2,0.482,0.216,1,0.9
1,7,7,1,1,0.521,0.405,1,0.89
1,5,6,0,1,0.448,0.561,1,0.89
1,7,7,1,1,0.359,0.327,1,0.9
1,6,6,1,1,0.443,0.372,1,0.91
1,8,8,1,1,0.712,0.133,1,0.9
1,6,8,0,1,0.395,0.173,1,0.9
1,6,6,1,1,0.222,0.108,1,0.91
1,8,6,0,1,0.299,0.153,1,0.92
1,8,8,1,1,0.694,0.107,1,0.93
1,6,7,0,1,0.639,0.119,1,0.94
1,5,5,1,3,0.513,0.423,1,0.93
1,5,5,1,3,1.184,0.129,1,0.93
1,6,5,0,2,0.686,0.201,1,0.94
1,5,5,1,3,0.561,0.324,1,0.95
1,6,6,1,2,0.761,0.293,1,0.94
1,8,7,0,2,0.378,0.34,1,0.94
1,5,6,0,2,0.549,0.178,1,0.93
1,7,7,1,1,1.067,0.18,1,0.93
1,6,6,1,3,0.751,0.67,1,0.94
1,6,6,1,3,0.402,0.187,1,0.93
1,6,6,1,2,0.461,0.348,1,0.93
1,8,6,0,1,0.34,0.2,1,0.92
1,6,6,1,1,0.286,0.124,1,0.92
1,5,8,0,1,0.606,0.248,1,0.93
1,7,7,1,3,0.422,0.709,1,0.94
1,6,5,0,1,0.903,0.866,1,0.95
1,6,6,1,2,0.366,0.553,1,0.94
1,8,8,1,4,0.508,0.892,1,0.94
1,6,6,1,4,0.756,1.213,1,0.95
1,7,5,0,1,2.704,0.201,1,0.94
1,7,7,1,3,0.635,0.931,1,0.94
1,8,8,1,4,0.452,0.359,1,0.95
1,7,7,1,1,0.758,0.24,1,0.96
1,8,8,1,1,0.491,0.124,1,0.96
1,6,6,1,1,0.68,0.095,1,0.97
1,7,7,1,3,0.535,0.252,1,0.96
1,7,7,1,2,0.284,0.105,1,0.96
1,7,7,1,1,0.26,0.074,1,0.95
1,7,6,0,1,0.144,0.056,1,0.95
1,5,6,0,1,0.175,0.027,1,0.94
1,8,7,0,1,0.163,0.065,1,0.94
1,7,6,0,1,0.132,0.069,1,0.95
1,5,5,1,1,0.161,0.042,1,0.96
1,8,5,0,1,0.681,0.021,1,0.95
1,6,6,1,1,0.684,0.048,1,0.95
1,5,5,1,1,0.427,0.096,1,0.94
1,7,5,0,1,0.488,0.074,1,0.94
1,7,6,0,1,0.465,0.239,1,0.95
1,7,7,1,1,0.246,0.081,1,0.96
1,6,6,1,2,0.639,0.096,1,0.97
1,7,7,1,2,0.707,0.158,1,0.98
1,7,7,1,3,0.309,0.125,1,0.99
1,6,6,1,2,0.334,0.214,1,0.98
1,7,6,0,1,1.062,0.142,1,0.97
1,5,5,1,1,1.882,0.404,1,0.97
1,8,5,0,1,0.54,0.087,1,0.98
1,8,5,0,1,0.489,0.097,1,0.97
1,8,6,0,1,0.417,0.118,1,0.96
1,5,5,1,1,0.553,0.074,1,0.95
1,6,6,1,1,0.599,0.025,1,0.95
1,8,6,0,2,0.34,0.111,1,0.94
1,6,6,1,2,0.371,0.145,1,0.94
1,6,6,1,4,0.393,0.69,1,0.95
1,8,8,1,4,0.721,0.091,1,0.94
1,7,6,0,4,0.425,0.135,1,0.93
1,6,6,1,1,0.733,0.261,1,0.93
1,5,6,0,1,0.463,0.218,1,0.94
1,7,7,1,1,0.868,0.197,1,0.95
1,8,8,1,1,0.689,0.305,1,0.94
1,5,7,0,1,0.385,0.177,1,0.94
1,5,5,1,1,0.894,0.127,1,0.95
1,5,5,1,1,0.443,1.08,1,0.96
1,6,6,1,2,1.032,0.764,1,0.97
1,6,6,1,1,0.363,0.386,1,0.98
1,6,6,1,1,0.336,0.089,1,0.97
1,6,5,0,1,0.567,0.107,1,0.97
1,7,6,0,1,0.209,0.061,1,0.98
1,5,5,1,1,0.407,0.044,1,0.97
1,5,5,1,1,0.181,0.068,1,0.97
1,8,6,0,1,0.77,0.111,1,0.98
1,6,5,0,1,1.126,0.163,1,0.99
1,7,6,0,1,0.376,0.92,1,0.99
1,5,5,1,1,0.582,0.076,1,0.99
1,5,5,1,3,0.355,0.158,1,0.98
1,8,5,0,4,0.316,0.115,1,0.97
1,8,8,1,3,0.721,0.071,1,0.96
1,5,5,1,4,0.794,0.062,1,0.96
1,8,8,1,3,0.839,0.084,1,0.95
1,6,7,0,1,0.381,0.424,1,0.94
1,5,5,1,3,0.776,0.747,1,0.93
1,8,8,1,4,0.976,0.307,1,0.93
1,7,6,0,1,0.361,0.501,1,0.94
1,6,6,1,1,0.703,0.06,1,0.95
1,8,7,0,1,0.754,0.001,1,0.96
1,5,6,0,1,0.615,0.031,1,0.95
1,8,8,1,4,0.79,0.048,1,0.95
1,5,5,1,2,1.361,0.046,1,0.96
1,6,6,1,4,0.715,0.218,1,0.95
1,6,6,1,2,0.417,0.129,1,0.95
1,7,7,1,2,1.073,0.25,1,0.96
1,5,5,1,1,0.593,0.107,1,0.97
1,7,5,0,1,0.271,0.083,1,0.96
1,8,8,1,1,0.595,0.073,1,0.96
1,7,7,1,1,0.331,0.123,1,0.95
1,5,6,0,1,0.301,0.076,1,0.94
1,6,6,1,1,1.023,0.088,1,0.94
1,5,5,1,1,0.236,0.182,1,0.95
1,8,6,0,1,0.004,0.245,1,0.94
1,6,6,1,1,0.646,0.063,1,0.94
1,8,6,0,2,0.264,0.111,1,0.95
1,7,6,0,1,0.123,0.145,1,0.96
1,6,6,1,2,0.527,0.682,1,0.97
1,7,7,1,1,0.552,0.071,1,0.98
1,6,6,1,1,0.78,0.1,1,0.99
1,7,6,0,1,0.491,0.113,1,0.98
1,7,7,1,1,0.947,0.174,1,0.97
1,8,6,0,1,0.612,0.129,1,0.97
1,7,7,1,1,0.507,0.057,1,0.98
1,5,5,1,1,0.578,0.069,1,0.97
1,7,7,1,1,0.624,0.071,1,0.97
1,7,7,1,1,0.333,0.117,1,0.98
1,6,6,1,2,0.61,0.157,1,0.97
1,7,6,0,1,0.972,0.244,1,0.97
1,5,5,1,1,0.063,0.094,1,0.96
1,6,6,1,1,1.102,0.144,1,0.96
1,7,7,1,1,0.224,0.081,1,0.95
1,8,6,0,1,0.177,0.064,1,0.94
1,8,6,0,1,0.159,0.074,1,0.94
1,6,6,1,1,0.075,0.056,1,0.95
1,5,7,0,1,0.088,0.046,1,0.94
1,8,5,0,1,0.004,0.085,1,0.94
1,5,8,0,1,0.068,0.441,1,0.95
1,5,6,0,1,0.736,0.16,1,0.94
1,6,6,1,4,0.661,0.849,1,0.94
1,8,8,1,2,0.866,0.573,1,0.95
1,5,6,0,2,0.581,0.184,1,0.96
1,6,6,1,4,0.64,0.531,1,0.97
1,6,6,1,1,0.567,0.187,1,0.98
1,8,7,0,2,0.377,0.138,1,0.99
1,5,5,1,2,0.988,0.096,1,0.98
1,6,6,1,2,1.086,0.191,1,0.97
1,5,6,0,2,0.594,0.579,1,0.96
1,7,7,1,4,0.64,0.224,1,0.95
1,8,8,1,4,0.406,0.177,1,0.95
1,5,5,1,1,0.841,0.1,1,0.94
1,5,5,1,1,1.348,0.184,1,0.94
1,6,6,1,1,0.392,0.154,1,0.95
1,5,7,0,1,0.243,0.133,1,0.94
1,6,7,0,1,0.362,0.071,1,0.93
1,7,8,0,1,0.19,0.079,1,0.93
1,5,8,0,1,0.134,0.071,1,0.94
1,7,7,1,1,0.375,0.199,1,0.95
1,6,6,1,1,0.627,0.101,1,0.96
1,6,6,1,2,0.718,0.889,1,0.97
1,7,6,0,1,0.835,0.252,1,0.96
1,7,7,1,1,0.782,0.1,1,0.96
1,6,6,1,4,0.545,0.788,1,0.95
1,6,6,1,4,0.254,0.109,1,0.94
1,8,6,0,1,0.352,0.203,1,0.93
1,8,8,1,1,0.378,0.334,1,0.93
1,5,6,0,4,0.625,0.175,1,0.94
1,6,6,1,4,0.883,1.196,1,0.93
1,7,7,1,1,1.068,0.228,1,0.93
1,7,7,1,4,0.343,0.479,1,0.94
1,7,7,1,1,0.332,0.342,1,0.95
1,8,6,0,1,0.39,0.178,1,0.94
1,6,6,1,1,0.388,0.15,1,0.94
1,5,6,0,1,0.426,0.163,1,0.93
1,8,7,0,1,0.385,0.16,1,0.93
1,8,8,1,1,0.511,0.507,1,0.94
1,5,6,0,1,0.976,0.077,1,0.93
1,6,6,1,4,0.328,0.118,1,0.93
1,6,6,1,4,1.065,1.239,1,0.94
1,7,7,1,4,0.556,0.065,1,0.95
1,6,6,1,2,0.801,0.487,1,0.96
1,7,7,1,1,0.698,0.09,1,0.97
1,8,6,0,1,0.365,0.097,1,0.96
1,8,6,0,1,0.26,0.088,1,0.95
1,8,7,0,1,0.161,0.076,1,0.95
1,7,7,1,2,0.524,0.477,1,0.96
1,5,5,1,2,0.664,0.333,1,0.95
1,6,6,1,3,0.539,0.312,1,0.94
1,8,7,0,1,0.725,0.137,1,0.93
1,7,7,1,2,0.564,0.378,1,0.93
1,5,6,0,1,0.568,0.089,1,0.94
1,5,5,1,2,0.744,0.267,1,0.93
1,7,7,1,3,0.64,0.208,1,0.93
1,5,5,1,3,0.655,0.642,1,0.94
1,8,8,1,2,0.637,1.134,1,0.95
1,7,7,1,1,0.608,0.314,1,0.94
1,6,8,0,1,0.381,0.113,1,0.94
1,8,7,0,1,0.203,0.211,1,0.95
1,6,6,1,1,0.582,0.085,1,0.94
1,8,7,0,1,0.164,0.163,1,0.94
1,8,6,0,1,0.092,0.136,1,0.93
1,6,6,1,1,0.69,0.675,1,0.92
1,7,7,1,4,0.55,1.322,1,0.92
1,7,7,1,3,0.422,0.459,1,0.93
1,5,6,0,2,0.478,0.124,1,0.94
1,7,7,1,2,0.562,0.239,1,0.95
1,8,7,0,1,0.408,0.297,1,0.96
1,6,8,0,1,1.375,0.519,1,0.97
1,7,7,1,1,0.658,0.18,1,0.96
1,7,7,1,1,0.455,0.294,1,0.96
1,6,6,1,4,0.629,0.853,1,0.97
1,8,6,0,2,0.621,1.329,1,0.96
1,6,6,1,4,0.471,0.716,1,0.96
1,5,5,1,2,0.895,0.297,1,0.97
1,5,6,0,4,0.613,0.308,1,0.96
1,5,6,0,2,0.422,0.402,1,0.96
1,8,8,1,4,0.819,0.248,1,0.95
1,8,8,1,4,0.694,0.519,1,0.94
1,6,6,1,4,0.508,0.27,1,0.94
1,5,5,1,2,0.657,0.534,1,0.95
1,8,5,0,2,0.392,0.167,1,0.96
1,7,7,1,4,0.545,0.655,1,0.95
1,7,7,1,2,0.349,0.394,1,0.95
1,6,6,1,1,0.86,0.176,1,0.94
1,8,8,1,1,1.341,0.31,1,0.94
1,6,6,1,1,0.577,0.955,1,0.95
1,7,7,1,1,0.689,0.155,1,0.96
1,7,6,0,1,0.126,0.081,1,0.97
1,7,8,0,1,0.146,0.5,1,0.98
1,5,6,0,1,0.106,0.284,1,0.97
1,8,7,0,1,0.023,0.154,1,0.97
1,8,6,0,1,2.485,0.128,1,0.98
1,8,8,1,1,0.617,0.18,1,0.99
1,6,7,0,3,0.548,0.244,1,0.98
1,7,7,1,2,0.514,0.355,1,0.97
1,6,6,1,4,0.541,0.236,1,0.97
1,6,6,1,4,0.217,0.07,1,0.96
1,5,5,1,1,1.451,0.137,1,0.95
2,8,8,1,2,0.779,0.635,1,0.94
2,8,5,0,1,0.995,0.268,1,0.95
2,8,8,1,4,0.682,0.342,1,0.94
2,6,6,1,2,0.883,1.394,1,0.94
2,7,7,1,1,0.78,0.222,1,0.95
2,5,5,1,2,0.86,0.286,1,0.96
2,5,5,1,2,0.704,0.154,1,0.97
2,7,5,0,1,0.476,0.186,1,0.98
2,7,5,0,1,0.268,0.151,1,0.97
2,6,6,1,2,0.81,0.309,1,0.96
2,8,8,1,1,1.177,0.499,1,0.96
2,5,5,1,2,0.98,0.322,1,0.95
2,8,5,0,1,0.967,0.231,1,0.94
2,6,5,0,1,0.286,0.111,1,0.93
2,7,5,0,1,0.335,0.267,1,0.93
2,7,7,1,1,0.862,0.27,1,0.94
2,8,7,0,1,0.807,0.237,1,0.95
2,7,7,1,1,0.613,0.254,1,0.96
2,6,6,1,4,0.664,0.399,1,0.95
2,7,7,1,3,0.743,0.49,1,0.95
2,5,5,1,2,0.748,0.344,1,0.96
2,8,7,0,1,0.867,0.264,1,0.97
2,6,5,0,1,0.822,0.193,1,0.96
2,5,5,1,2,0.756,0.195,1,0.95
2,7,7,1,3,0.795,0.467,1,0.94
2,7,7,1,2,0.762,0.132,1,0.93
2,5,5,1,1,0.902,0.149,1,0.93
2,5,5,1,1,0.398,0.134,1,0.94
2,8,7,0,1,0.828,0.114,1,0.93
2,6,7,0,1,0.337,0.088,1,0.92
2,6,5,0,1,0.767,0.089,1,0.91
2,6,5,0,1,0.534,0.245,1,0.91
2,6,6,1,3,0.899,0.303,1,0.92
2,5,5,1,3,0.858,0.133,1,0.93
2,7,7,1,3,0.914,0.09,1,0.94
2,6,5,0,1,1.038,0.187,1,0.95
2,8,5,0,1,0.584,0.146,1,0.96
2,7,7,1,1,1.068,0.891,1,0.97
2,5,5,1,2,0.893,0.198,1,0.98
2,7,5,0,2,0.933,0.08,1,0.99
2,8,6,0,1,1.127,0.069,1,0.98
2,6,6,1,4,1.027,0.117,1,0.97
2,5,5,1,4,0.749,0.127,1,0.96
2,6,5,0,2,0.439,0.384,1,0.96
2,6,6,1,4,0.726,0.385,1,0.95
2,7,7,1,4,0.746,0.112,1,0.95
2,5,6,0,1,0.935,0.299,1,0.96
2,7,7,1,2,0.772,0.435,1,0.97
2,6,6,1,4,0.828,0.296,1,0.96
2,5,5,1,2,0.863,0.355,1,0.95
2,5,5,1,1,0.61,0.458,1,0.95
2,7,7,1,2,0.875,0.438,1,0.96
2,5,5,1,1,0.824,0.097,1,0.95
2,6,5,0,1,0.228,0.039,1,0.95
2,7,5,0,1,0.248,0.035,1,0.96
2,8,7,0,1,0.844,0.122,1,0.97
2,6,6,1,1,0.628,0.159,1,0.96
2,6,5,0,1,0.88,0.069,1,0.96
2,8,5,0,1,0.428,0.086,1,0.97
2,6,6,1,1,0.6,0.055,1,0.96
2,5,5,1,4,0.856,0.047,1,0.96
2,5,5,1,4,0.297,0.059,1,0.95
2,6,6,1,4,0.8,0.031,1,0.95
2,7,6,0,1,0.751,0.236,1,0.94
2,8,7,0,1,0.744,0.285,1,0.94
2,7,7,1,2,0.746,0.338,1,0.93
2,8,7,0,2,0.597,0.042,1,0.93
2,5,5,1,3,0.978,0.507,1,0.94
2,8,8,1,4,0.75,0.708,1,0.95
2,8,8,1,4,0.806,0.27,1,0.94
2,8,8,1,4,0.403,0.092,1,0.94
2,5,8,0,1,0.531,0.878,1,0.95
2,5,5,1,1,0.822,0.128,1,0.96
2,7,8,0,1,1.15,0.366,1,0.97
2,7,7,1,1,0.706,0.25,1,0.96
2,6,6,1,3,0.767,0.625,1,0.95
2,5,8,0,3,0.76,0.748,1,0.94
2,8,8,1,4,0.766,0.387,1,0.94
2,7,7,1,4,0.689,0.432,1,0.95
2,6,8,0,3,0.847,0.297,1,0.96
2,7,7,1,2,1.008,0.553,1,0.97
2,6,8,0,1,1.025,0.306,1,0.96
2,8,8,1,4,1.033,0.216,1,0.96
2,7,7,1,2,0.923,0.32,1,0.95
2,5,5,1,1,0.986,0.057,1,0.94
2,5,5,1,2,0.993,0.165,1,0.94
2,7,5,0,1,0.705,0.091,1,0.95
2,6,5,0,1,0.404,0.066,1,0.94
2,5,6,0,2,0.949,0.226,1,0.94
2,5,5,1,1,0.67,0.115,1,0.95
2,5,5,1,1,0.432,0.678,1,0.96
2,5,5,1,1,0.263,0.119,1,0.95
2,7,7,1,1,0.97,0.095,1,0.94
2,8,8,1,2,0.799,0.122,1,0.93
2,8,8,1,1,0.623,0.086,1,0.93
2,5,5,1,1,0.925,0.089,1,0.94
2,8,7,0,1,0.326,0.057,1,0.95
2,7,6,0,1,0.159,0.031,1,0.96
2,7,6,0,1,0.229,0.058,1,0.95
2,6,6,1,1,0.284,0.072,1,0.94
2,5,5,1,1,0.894,0.086,1,0.97
2,6,5,0,1,0.855,0.1,1,0.96
2,8,5,0,1,0.448,0.085,1,0.96
2,7,7,1,2,1.023,0.133,1,0.97
2,6,6,1,4,0.938,0.107,1,0.98
2,6,6,1,2,1.474,0.208,1,0.97
2,7,7,1,1,0.553,0.115,1,0.97
2,6,8,0,2,1.04,0.201,1,0.96
2,7,5,0,1,0.979,0.314,1,0.96
2,8,8,1,2,0.957,0.132,1,0.97
2,8,8,1,1,1.251,0.149,1,0.98
2,8,8,1,1,0.933,0.346,1,0.99
2,8,8,1,1,0.866,0.27,1,0.99
2,6,8,0,1,0.893,0.253,1,0.99
2,7,5,0,1,1.091,0.124,1,0.99
2,7,7,1,2,0.919,0.222,1,0.99
2,6,5,0,1,1.062,0.364,1,0.99
2,7,7,1,3,0.82,0.208,1,0.98
2,8,8,1,3,0.863,0.205,1,0.97
2,8,8,1,3,0.589,0.419,1,0.96
2,7,5,0,1,1.299,0.101,1,0.96
2,6,5,0,1,0.377,0.132,1,0.95
2,8,8,1,1,1.42,0.032,1,0.94
2,7,6,0,1,1.013,0.104,1,0.94
2,5,5,1,4,0.961,0.076,1,0.95
2,7,5,0,1,393.041,0.09,1,0.96
2,8,8,1,4,0.965,0.253,1,0.97
2,6,8,0,2,0.898,0.255,1,0.98
2,8,8,1,1,0.385,0.339,1,0.99
2,6,6,1,4,0.835,0.208,1,0.99
2,8,8,1,4,1.049,0.155,1,0.99
2,6,6,1,2,0.844,0.21,1,0.99
2,8,5,0,1,1.052,0.106,1,0.98
2,8,8,1,1,1.138,0.153,1,0.97
2,5,5,1,1,1.087,0.128,1,0.96
2,8,5,0,1,0.559,0.127,1,0.95
2,6,5,0,1,5.326,0.066,1,0.95
2,6,6,1,4,0.66,0.214,1,0.96
2,7,7,1,2,0.849,0.374,1,0.97
2,7,7,1,2,0.52,0.094,1,0.98
2,6,6,1,1,0.9,0.087,1,0.99
2,6,8,0,1,0.999,0.253,1,0.99
2,6,6,1,2,0.74,0.311,1,0.98
2,8,8,1,2,1.029,0.389,1,0.98
2,7,5,0,1,1.048,0.114,1,0.97
2,8,8,1,3,0.815,0.505,1,0.96
2,8,8,1,3,0.967,0.525,1,0.96
2,6,6,1,1,1.294,0.173,1,0.95
2,8,5,0,1,0.892,0.103,1,0.95
2,5,5,1,1,0.377,0.094,1,0.96
2,7,5,0,1,0.849,0.087,1,0.97
2,7,5,0,1,0.308,0.118,1,0.98
2,8,8,1,2,0.922,0.383,1,0.97
2,6,5,0,2,0.928,0.372,1,0.96
2,8,8,1,4,0.71,0.471,1,0.96
2,5,6,0,3,0.765,0.496,1,0.97
2,6,5,0,1,382.359,0.081,1,0.98
2,8,5,0,1,1.047,0.112,1,0.99
2,8,8,1,4,0.71,0.366,1,0.99
2,7,7,1,2,0.775,0.352,1,0.99
2,5,5,1,3,0.944,1.474,1,0.99
2,7,7,1,3,6.624,0.476,1,0.98
2,6,6,1,2,0.866,0.133,1,0.97
2,6,6,1,2,0.452,0.08,1,0.97
2,8,8,1,2,0.871,0.133,1,0.96
2,8,5,0,2,0.89,0.122,1,0.96
2,6,5,0,2,0.47,0.157,1,0.97
2,5,8,0,2,0.88,0.041,1,0.98
2,6,6,1,4,0.78,0.406,1,0.97
2,5,8,0,3,1.117,0.139,1,0.96
2,6,6,1,4,0.881,0.117,1,0.95
2,5,5,1,1,1.053,0.085,1,0.94
2,7,7,1,2,0.688,0.207,1,0.94
2,8,8,1,2,0.714,0.246,1,0.95
2,6,5,0,1,0.798,0.111,1,0.96
2,7,5,0,1,0.52,0.107,1,0.97
2,6,6,1,1,0.689,0.063,1,0.98
2,6,5,0,1,0.663,0.331,1,0.97
2,8,8,1,1,0.93,0.248,1,0.97
